Date,Startup,Industry_Vertical,SubVertical,Location,Investor,Investment_Type,Amount(USD),Remarks
23-09-2015,Innerchef,,Food Delivery Platform,Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara ",Private Equity,"17,50,000",pre-Series A
24-09-2015,Quintype,,Data Driven Publishing platform,Bengaluru,Raghav Bahl,Private Equity,"33,00,000",
24-09-2015,Capabiliti,,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"4,00,000",
24-09-2015,Fourth partner energy,,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"20,00,000",Series A
24-09-2015,Licious,,Online Meat Ordering platform,Bengaluru,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"10,00,000",
25-09-2015,Travelkhana,,online meal-booking platform for train travelers,Delhi,Astarc Ventures ,Seed Funding,,Pre-Series A
28-09-2015,Quickli,,hyperlocal delivery platform,Delhi,"500 Startups, Mato Peric ",Seed Funding,,
28-09-2015,Olacabs,,Cab Booking app platform,Bengaluru,Didi Kuaidi,Private Equity,"3,00,00,000",late Stage (part of $500M funding rnd)
29-09-2015,Paytm,,E-Commerce & M-Commerce platform,Delhi,"Alibaba Group, Ant Financial",Private Equity,"68,00,00,000",Late Stage (Alibaba @ 40% equity)
29-09-2015,Inmobi,,Mobile Advertising platform,Bengaluru,Tennenbaum Capital Partners ,Private Equity,"10,00,00,000",Late Stage
29-09-2015,Peppertap,,Hyperlocal Grocery Delivery,Gurugram,"Sequoia India, SAIF Partners.",Private Equity,"3,60,00,000",Series B
29-09-2015,Hugefly,,Ecommerce Product recommendation platform,Pune,Mayank Singhal ,Seed Funding,,
29-09-2015,Brigge,,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,,
29-09-2015,Zakoopi,,Fashion Discovery platform,Delhi,Uniqorn Ventures,Seed Funding,"3,50,000",
29-09-2015,Loancircle,,Consumer lending marketplace,Bengaluru,"Zishaan Hayath, Rahul Khanna ",Seed Funding,,
30-09-2015,Infoworks,,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures ",Private Equity,"50,00,000",
30-09-2015,Reddoorz,,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,"10,00,000",
30-09-2015,Firsttouch,,Local Mobile OS,Gurugram,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,Super angel round
30-09-2015,Eywa media,,Digital Signal processing platform,Bengaluru,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000",
01-08-2015,Snapdeal,,Ecommerce Marketplace,Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details)
01-08-2015,Ressy,,Restaurant Discount app,Pune,Mohandas Pai ,Seed Funding,"4,00,000",
03-08-2015,Cuelearn,,Tech-enabled learning,Delhi,Alok Mittal,Seed Funding,,
03-08-2015,Connect india,,ECommerce Logistics provider,Delhi,Aavishkaar,Private Equity,"50,00,000",Series A
03-08-2015,The home salon,,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,,
03-08-2015,Jusride,,Self Driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,
03-08-2015,Oyo rooms,,Budget Hotel accommodation brand,Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital, Lightspeed India",Private Equity,"10,00,00,000",Series B
03-08-2015,Glowship,,Energy & Environment Online Marketplace,Bengaluru,Infuse Ventures,Seed Funding,,
03-08-2015,Wizrocket,,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accels",Private Equity,"96,00,000",Series B
04-08-2015,Pickingo,,On-Demand Delivery Logistics,Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A
05-08-2015,Grex,,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",
05-08-2015,Letstransport,,Logistics Tech Platform,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",
05-08-2015,Zo rooms,,Online budget hotel chain,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A
05-08-2015,Doormint,,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A
05-08-2015,Nightstay,,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",
